Ensembl_ID	TCGA-CC-A8HS-01A	TCGA-RC-A6M5-01A	TCGA-DD-A119-01A	TCGA-DD-A3A9-01A	TCGA-DD-A1EJ-01A	TCGA-BW-A5NP-01A	TCGA-DD-A4NA-01A	TCGA-DD-A1EK-01A
PDHA1	4.271558438	4.388770182	4.224765024	3.856091936	4.691563555	3.843194658	4.949834453	3.759609227
PDHB	4.020198868	3.316586696	3.750047909	3.891895093	5.249713324	4.112780292	3.156615508	3.719621669
PDHX	3.749866743	2.858092748	3.014054513	2.3898597	3.489113946	2.972964192	3.818716589	3.381451019
PDIA3	6.982062009	6.603049336	7.063374987	7.18770912	7.452168345	7.494124263	6.564245594	6.952394753
PDIA4	6.767062842	6.336206173	6.659604117	7.047380971	8.309482533	7.328190871	6.845882267	7.444857685
PDIA5	4.837000174	2.795925539	2.729755165	4.039571703	3.690427823	3.272346162	2.973441409	3.247444093
PDIA6	5.936032184	4.947129525	4.969134184	5.388418853	6.538965387	6.007557489	5.972433645	5.803692495
PDIK1L	1.986763607	1.226344864	2.070514934	1.11696672	1.334385709	1.689638307	1.46575348	2.105588485
PDK1	1.095840625	0.872812418	0.360321708	0.395396592	1.640997101	1.207647592	1.903897403	1.504423496
PDK2	2.905557977	1.92432813	1.626538952	2.717430381	3.499039452	2.551670964	1.513014896	2.995680466
PDK3	0.941949245	1.811779538	0.573712662	0.645512211	1.781210519	0.750852632	0.763223606	1.96761183
PDK4	2.899969021	5.445433312	3.625511678	2.253724025	4.133590836	2.977978968	3.857635536	4.51269793
PDLIM1	6.708717224	5.816018854	5.46529953	7.289953337	6.061837601	6.852543347	4.530747419	5.845449708
PDLIM2	1.443916927	1.065175087	0.866598879	1.446616696	0.853387296	0.414820682	0.62752723	0.964880699
PDLIM3	0.484435825	1.631055805	0.831818197	1.684261793	0.208440532	0.513167757	1.145799355	0.367715484
PDLIM5	2.89704827	2.751931269	2.336687557	2.148651685	1.880198904	2.045025321	4.146714846	3.804776378
PDLIM7	2.334858069	2.667728486	2.382424196	3.633702741	2.86786905	1.920281851	3.154288404	1.784588547
PDP1	0.992209871	1.265310951	1.368633578	0.682467121	0.350403786	1.100756305	1.832933673	0.634606662
PDP2	1.356567362	1.545140057	1.449367166	0.866632546	1.215102849	1.360529197	1.250098847	2.015407865
PDPK1	1.906115469	1.769022559	1.177241618	0.896062917	2.119424394	1.472014005	2.648830677	1.050065544
PDPR	1.301673484	1.929917554	0.510148068	1.455559828	1.900239812	0.940078049	3.289644699	1.364393583
PDRG1	4.031095005	2.584344407	3.18533184	4.006363741	3.842028904	3.32895392	3.398105045	2.796866442
PDS5A	4.1281934	2.404377537	1.958383556	2.228041878	2.647500394	3.169939202	3.704740225	2.554311375
PDS5B	1.442842924	1.00465808	1.271404885	0.782602778	1.455873246	2.201487793	1.616919498	0.885822792
PDSS1	3.413421203	1.645268929	1.843959008	1.917690137	2.432875039	2.560242584	2.035015274	1.174488266
PDSS2	2.121777863	3.501951399	1.979127379	3.409135602	2.78416347	2.044804972	2.450437715	2.512746805
PDXDC1	3.883291092	4.168384557	3.323568467	3.302407002	4.240136213	3.183920446	4.671160557	3.982472119
PDXK	3.894426964	3.66909129	2.623425664	2.946358271	3.349584963	2.682267106	5.31740869	2.729475039
PDXP	1.608657639	0.37774465	0.466423821	0.961048278	1.583493629	0.62605061	0.499863049	1.401210816
PDZD11	3.974294725	3.846901437	4.272893274	4.789400754	4.602953143	4.177571791	4.396765	4.138181635
PDZD2	0.544309119	0.45031771	0.065908386	0.083687427	0.056830741	0.132167106	0.490292699	0.208654763
PDZD8	2.089957004	2.188225466	1.346442008	2.490432987	2.647690427	3.31177429	4.944904736	2.474055599
PDZK1	5.551197308	2.962096324	3.697096112	5.331707291	6.313042355	6.030605201	0.570982323	4.850643314
PEA15	6.156794122	5.044778701	4.952302473	7.166851255	5.771635142	5.79936075	5.401922955	4.899809327
PEAK1	1.035258575	1.272909489	0.357463539	0.758489256	0.782828081	0.662523195	1.822848906	0.649574969
PEAR1	1.040167207	1.976542995	0.532303431	0.949412447	0.344411561	0.678873764	1.025691579	0.653177477
PEBP1	9.699733077	8.497910073	10.14432817	8.580648187	9.290910604	8.564137225	4.810392384	9.150856536
PECAM1	3.412868452	5.179081909	3.011296539	4.566970209	2.467580627	3.34767953	3.272041386	4.245619834
PECR	4.893237869	3.17114589	4.789753719	4.950076538	5.60171134	5.735111813	3.154881757	5.116952007
PEF1	4.29447975	5.411339111	5.010760318	4.773952552	4.544631575	3.956052209	4.216373214	4.590386941
PEG10	8.578901622	0.069411022	0.084227374	0.155331155	7.984869842	7.017122089	0.847324556	1.60335225
PEG3	3.904523685	0.217160416	1.680149567	0.059561219	0.14221528	4.209699399	0.747095879	0.660589936
PELI1	3.553239288	1.87497751	1.484969799	2.734761373	2.813219077	4.130428571	4.393546994	1.864338379
PELI2	0.175726368	0.78048187	0.199741753	0.421300359	0.09054821	0.079857348	2.480258194	0.04806556
PELI3	1.664235086	1.067421252	0.795464713	1.163209381	1.852588194	1.017106933	1.262290818	1.722183966
PELO	2.472920613	2.930581087	2.227091778	2.600606683	2.661517654	2.258022754	2.650165064	2.134447769
PELP1	3.780846989	2.208987339	2.845314178	2.651951156	3.401208159	3.970505015	2.391474299	2.144241564
PEMT	4.981616724	3.821160944	4.43268853	5.534745326	5.037335167	4.376867745	2.720273945	5.348163183
PEPD	5.178611972	5.67175239	4.841549964	5.981070097	5.533634856	5.209662355	4.007194954	6.575850961
PER1	1.623557828	4.276743535	2.563272915	2.202346803	2.061734623	2.091102505	2.965509091	2.266141617
PER2	2.029928337	1.866265518	0.574416124	1.466128446	1.430358933	2.468786778	2.265131634	1.546415076
PER3	3.058284589	1.152611371	1.014461406	1.475687486	0.952887386	0.711485962	3.187386831	2.110224441
PERP	4.862433741	5.026809888	4.757837686	6.439747799	5.759865843	5.269287595	6.417245625	4.032876316
PES1	4.245088703	3.463652374	4.273765495	4.542394531	5.1303773	4.111141887	3.960608478	3.782639141
PET100	3.801796249	3.377317673	4.82835314	4.857895851	3.492876056	3.866310303	2.464666405	2.946031228
PET117	2.792186653	1.939014404	3.113984685	2.506904304	2.431792725	2.75074127	2.58226942	1.851848329
PEX1	2.372870462	1.387446186	1.011051799	0.989412736	2.018659816	1.904082431	2.271518854	1.433541221
PEX10	2.133823214	1.860399082	0.960183484	1.734620702	2.4093981	1.434090178	3.002805173	1.880436431
PEX11A	2.527220544	2.482727972	2.271310582	2.276066642	3.82120994	3.74115261	1.4098019	2.926537406
PEX11B	5.148752174	3.670859345	4.501475391	4.805377312	4.389982792	5.083704626	4.284111607	3.937622624
PEX11G	1.490628208	2.247371272	2.620489733	2.409381531	2.372306054	1.14172474	1.494142408	1.852559623
PEX12	2.015907786	1.743562572	1.793349103	1.301920198	2.383150831	1.556797541	2.625661554	1.592357502
PEX13	3.34242205	2.34791929	2.477222747	2.336564971	3.154548599	3.006157339	3.501580328	2.920228868
PEX14	3.282672696	3.468541473	2.85670725	2.236946096	2.68137481	1.997988537	3.401058117	3.008286085
PEX16	3.752674922	3.440049126	4.303511009	4.803068184	3.755192445	3.276859797	3.332958991	4.104678044
PEX19	5.180277332	4.103975167	5.06280845	5.142982245	5.101657935	4.886054219	3.796913679	4.674841289
PEX2	3.067252924	2.711065996	3.626276427	2.10759983	2.964856458	3.205720537	2.562906861	2.371724967
PEX26	2.043982021	1.457215149	1.234666436	1.752891051	2.060372808	1.369469677	2.474362188	1.25840596
PEX3	3.43483462	2.865575995	1.646462202	2.469027622	3.134358892	2.217297894	1.865470901	1.693055818
PEX5	2.159182031	3.113091859	3.013375989	3.210676634	3.089320159	3.504861208	2.359587364	3.459818314
PEX6	3.934828656	3.624017303	3.56177666	4.0652148	2.919954167	4.342310536	2.975821762	4.427930342
PEX7	2.260094216	1.969914796	2.110077812	3.160960957	1.938824266	1.505922657	1.751161699	1.595448919
PFAS	2.330945027	1.72139151	0.734502708	0.672876987	2.621761729	2.256871594	1.653318305	1.335055366
PFDN1	4.078212057	3.850027541	3.417135967	4.246931668	3.117045148	4.219799035	4.249131099	2.739355519
PFDN2	6.478345293	5.607949385	6.776748725	7.081719295	6.360108986	6.842829495	5.54800512	6.319282183
PFDN4	3.344265866	2.494242928	3.299836946	3.340582677	3.328720271	4.491369673	2.615154725	1.566727178
PFDN5	5.681509613	5.229314418	6.054037963	6.274954988	5.95220518	6.481789495	4.910616754	4.894112189
PFDN6	4.210688837	3.516204993	5.15088468	4.553099905	4.21542366	4.846429788	3.168074101	3.451434298
PFKFB1	0.865115242	0.74097838	3.09287389	1.29056876	3.011783126	0.57155713	0.122541265	3.436864294
PFKFB2	1.020307813	1.154152217	0.998902802	0.819563364	1.075169858	2.002949506	2.799412594	2.013729489
PFKFB3	2.951429346	2.805748339	1.038339129	1.414014854	1.20132883	2.888472288	5.888614952	1.994069389
PFKFB4	0.391629887	0.131085228	0.390984135	0.333073066	2.148722463	0.56250692	1.047202173	1.114198269
PFKL	4.9035589	3.913682234	3.768621647	4.157471681	5.214540302	4.069498373	4.572536641	4.799105982
PFKM	1.170935983	2.616324045	0.537752515	1.033438211	2.342103411	0.821858577	4.267863296	1.771365983
PFKP	0.9968712	2.853306819	1.382069434	2.42763542	0.761836248	0.673345098	6.664402973	1.377355711
PFN1	8.064590655	7.470539426	7.629323895	8.922372701	7.99027357	8.04063498	7.150457473	7.222367401
PFN2	3.858555076	1.83014506	0.99542229	1.425588276	1.280548296	0.583579266	1.343714727	0.490887635
PGAM1	3.185879048	3.733394066	2.789750987	3.185270752	3.29782079	3.15878842	4.544517666	3.650549697
PGAM5	4.451564915	3.306628906	3.524649306	3.051271792	3.890952153	2.999601237	3.827199561	3.312316944
PGAP1	0.513627405	0.751917865	0.139734207	0.26410711	1.023798588	1.081192897	0.298870431	0.472008156
PGAP2	4.056444464	2.200318022	3.193918735	2.928571052	3.613248305	3.326848725	2.445964024	2.752231031
PGAP3	4.697467774	3.096320822	4.002780424	4.400583146	3.866819965	4.569202009	4.679151329	3.997748239
PGBD1	2.115795861	0.942391404	0.825738586	1.036486578	1.352913955	2.80481952	0.814919298	0.965608239
PGBD2	1.692970842	0.788024154	1.067948151	0.657365835	1.098164538	1.383978124	1.474545105	1.039166108
PGBD4	0.332193129	0.348294712	0.204203251	0.366415097	0.336608021	0.558598393	0.852565157	0.421731561
PGBD5	0.830882648	1.64102994	1.015637062	0.320302528	0.768813901	1.561724051	1.735037727	0.876247446
PGD	5.006976777	5.075628187	4.781708048	4.560978793	5.019831614	4.420822106	5.380348634	4.713752098
PGF	1.935416347	1.62798283	1.674528893	2.730578981	0.677533449	1.136586194	0.807128416	0.800092054
PGGT1B	0.949623355	1.28402041	1.715847625	1.409112248	1.414936999	1.963697073	2.630815917	1.251386434
PGK1	4.265338273	5.929642438	5.522423409	5.308600781	5.720520964	5.397152572	7.465913307	5.658392188
PGLS	3.499908525	3.967234115	5.297337118	5.672801721	4.267643292	4.435126333	3.972155468	3.658672283
PGLYRP2	4.884723014	3.575037915	5.536045507	7.908728005	5.404491832	4.73266525	0.064582863	5.446031134
PGM1	4.153461849	5.389248602	4.311481164	3.487993102	5.65457704	4.643983675	5.224256899	5.537034682
PGM2	3.009784704	1.353626127	1.915887553	1.737435139	2.285655941	2.219088109	2.062466024	3.599362172
PGM2L1	0.327416486	0.474894784	0.231539687	0.448427592	0.216696798	0.378265388	2.546050814	0.317879767
PGM3	3.733711861	2.640953686	1.448626551	2.216929103	3.253660728	2.640184394	2.417602297	1.560305642
PGP	3.481608433	2.280131729	3.833081666	3.027533792	3.854610732	2.288319888	3.342779914	3.429616369
PGPEP1	3.530796847	3.051776119	2.552461178	2.422101978	3.316429401	3.695904971	0.999680152	2.087240001
PGRMC1	6.859328093	6.975107427	7.111642174	7.006631035	7.024454313	7.090212349	6.591744972	7.867725253
PGRMC2	4.07854006	4.665272841	4.545295441	4.990469674	5.212011042	4.406101722	3.922429191	4.856420322
PGS1	2.877536956	1.823386274	0.995689456	1.427080196	1.963993151	1.946127294	2.207727421	1.482529536
PHACTR1	0.22421874	0.291931417	0.100050544	0.156326704	0.134776914	0.097859598	2.065094486	0.32318055
PHACTR2	1.266156263	1.691977412	0.475976042	0.445684307	0.9616181	0.886255222	1.15419976	0.3890176
PHACTR4	3.148956783	2.570707399	1.741803291	2.026657784	2.383256726	2.674287587	2.964638073	3.084117584
PHAX	2.1549605	2.501739191	3.26430127	2.869445808	3.127275458	3.473170055	3.537969835	2.760848636
PHB2	4.363503637	5.969925076	5.814645018	6.528399819	5.875268209	6.253873871	5.050709794	6.286168517
PHC1	0.580601675	0.599871957	0.116420847	0.205889572	0.69886478	0.334663884	0.704088444	0.38576344
PHC2	4.648964475	5.777958674	3.800074174	4.350340369	4.511260388	4.382539578	4.890228967	4.693548715
PHC3	1.232420249	0.699162513	0.575794784	0.516183247	0.958441057	0.875964715	1.967722743	0.507736886
PHF1	3.670794813	3.265754966	3.667505744	4.019578581	3.677140434	4.3109823	3.965024802	3.510496423
PHF10	4.370390425	3.487815417	1.964729436	3.73797815	3.201466938	3.218707612	3.054664956	2.252889339
PHF11	1.923655085	1.79677482	2.090381906	2.195740698	1.894768563	2.641626379	2.200175144	0.928341506
PHF12	2.822034496	1.222057961	0.642118294	1.508100515	1.735143232	1.779987378	2.444950655	1.427184121
PHF13	2.835774761	2.043338089	2.028146743	2.249046503	2.549464775	2.218647119	3.578767689	2.748486106
PHF14	1.945566431	1.630303722	1.897245791	2.145018621	2.355045831	2.543789611	2.717106952	1.842382229
PHF19	3.038257392	1.02026301	0.811250435	1.21194156	1.171125577	1.659853868	2.188344403	0.870515859
PHF2	3.624811809	2.116023748	1.116698261	1.508545318	2.249465092	3.126179199	3.074986667	1.47844307
PHF20	2.168122237	1.622242743	1.366530223	1.603759024	2.101776884	2.049199087	2.328718608	1.713823614
PHF20L1	1.708811949	0.815683632	1.44941431	0.547471783	0.825025537	1.084871133	1.543400943	0.873197412
PHF21A	2.036319884	1.319380238	0.603560191	1.555597561	1.368144482	1.759247015	2.99369781	1.176816666
PHF23	3.43044516	3.142412209	2.77103	2.982016787	3.771824279	3.905103139	2.925044224	3.01922311
PHF3	2.816804927	2.450002108	1.996023775	2.034266328	3.455576682	3.305903739	3.500719597	2.494125837
PHF5A	4.865828217	3.616233238	3.57926453	3.658542271	4.888356599	4.219842672	3.880085619	3.194002453
PHF6	1.784685299	1.025776935	0.959071825	0.664859057	1.700701206	1.851915998	2.364328569	1.086245743
PHF7	0.969269758	0.903369931	0.744710245	0.379766131	1.696804366	0.928125247	0.792690637	1.060060925
PHF8	1.656651123	2.666980387	1.509429503	0.874786318	2.655438122	2.021276418	1.992285127	2.392696489
PHGDH	4.891334537	1.087720977	2.047648176	0.728520012	6.07972256	5.173590839	1.025176682	2.544466921
PHIP	2.546705355	0.882445235	0.875392949	1.225121365	1.600621247	1.747535541	2.351242424	0.746427898
PHKA1	0.593484618	0.567652344	0.057000358	0.520554827	0.041396087	0.175578102	0.457863285	0.532647331
PHKA2	3.668541174	2.645319281	2.326127112	3.039723251	4.497698182	3.219133528	2.392152645	4.331263516
PHKB	2.071161095	2.628958532	2.168628028	1.809328434	2.651631151	2.260946691	4.011264915	2.250969273
PHKG1	0.354938463	0.302228891	0.229059178	0.588239687	0.209335419	0.158889597	0.541790465	0.956916603
PHKG2	2.085163924	1.841639956	1.786139174	2.15901614	2.368788048	1.410492327	2.561462689	1.923957957
PHLDA1	2.618830945	2.912948115	1.746730429	2.954188924	3.789880723	2.717956465	3.352119866	1.665887111
PHLDA2	2.835914995	2.646290911	3.53176194	5.283381487	3.876828772	2.233881964	3.605950481	3.429525244
PHLDA3	0.621764522	3.182672527	2.743503918	3.629356072	3.832060978	3.050894	3.476874635	4.428707811
PHLDB1	0.823284849	1.554322341	0.205585029	0.710259008	0.998470857	0.94812474	1.242254588	0.468877687
PHLDB2	2.364959638	1.633637543	1.141519213	1.947882363	1.920813502	1.477010207	2.516499665	1.813761402
PHLDB3	3.770655181	2.212370383	2.764962256	2.834220827	2.532359588	2.364965278	0.911931147	2.354997849
PHLPP1	2.731506956	0.974615567	1.389330984	1.081968809	2.2560859	1.489348128	1.722901997	2.179841667
PHLPP2	0.529731776	0.579052685	0.258292734	0.742431783	0.631724541	0.302280646	2.032662238	0.795623283
PHOSPHO2	1.015149337	0.899298739	1.171852049	1.882238802	1.877716807	2.286286101	1.072783586	0.546523499
PHPT1	4.754542995	5.499060643	5.698683417	7.247664118	6.670677852	6.244691834	5.529573533	4.109169369
PHRF1	4.172359206	2.656247607	1.584641882	2.397940886	2.857149572	2.248917998	3.505122716	3.138071158
PHTF1	1.349961222	0.852618084	0.324684088	0.558449116	1.563573956	0.429042636	2.827150798	0.945718097
PHTF2	1.308983346	0.857317038	0.622100947	0.814635854	1.271347606	1.374683839	1.852099702	1.05442926
PHYH	5.779629936	5.231932578	6.787363801	6.529409646	6.571375566	5.075692007	3.380017441	6.887988559
PHYHD1	0.321475501	1.712892438	2.806285735	0.887241365	0.209658154	0.15097108	0.300504192	3.398050924
PHYHIPL	3.292715232	0.091133416	0.407097036	0.416190476	3.214981996	4.100485918	0.158199537	0.447569221
PHYKPL	2.070072928	2.492718114	2.165893926	1.755438816	1.562471705	1.947757652	2.336821497	1.915803185
PI4K2A	3.224590254	2.434933941	2.744858513	2.605907686	3.154522066	2.565975896	2.75746209	2.899047756
PI4K2B	0	0	0	0	0.025392204	0	0	0
PI4K2B	3.421523235	2.828305431	3.662139777	2.614587392	2.796827215	3.052670168	2.692202414	3.117184503
PI4KA	3.033036544	2.311030055	1.396651794	2.001946018	2.881125148	2.528308526	4.262880535	2.892247678
PI4KB	4.761845486	2.689926347	2.808120291	3.746697801	3.602429497	4.142962654	4.133864647	3.370529903
PIAS1	1.465455076	1.119554355	0.608006836	0.91769438	1.334605697	2.274892603	2.530941568	1.186701084
PIAS2	1.611710232	0.467255524	0.570419558	0.49978712	0.921143603	0.727184831	1.685794595	0.907961727
PIAS3	2.947064327	1.763388492	1.032914859	1.456943592	1.70233947	2.414544304	2.57594421	1.854571175
PIAS4	3.350145212	2.318260302	2.502726394	3.113850758	3.007839046	3.728968941	3.298943787	2.643861742
PIBF1	1.475735566	1.455404905	1.034708007	0.845498323	2.286792178	2.54574417	2.250302752	0.934522619
PICALM	4.774019983	4.349755133	3.766949781	4.012930532	4.499695389	4.746510618	5.595673776	4.591012809
PICK1	3.455893367	2.233605479	2.651169591	2.856536121	3.045076723	2.436742146	2.9423583	2.094540729
PID1	3.784538173	3.437383821	2.604205399	2.923596226	3.370825765	4.517021741	4.795169736	4.079914079
PIDD1	2.634728154	1.216682345	1.14098962	1.378033839	1.999391355	1.283161792	2.611296954	1.589393759
PIEZO1	2.957547911	3.22911247	2.185785731	3.253388407	2.962846756	2.17486285	5.087297803	3.061336274
PIEZO2	2.1578729	0.930659345	0.590035518	1.879585662	0.124259518	0.562606771	1.465734591	1.781262019
PIF1	1.948180922	0.212231097	0.1707327	0.510571779	0.909730563	0.666360109	0.556026966	0.210813893
PIGA	1.767695258	3.076358655	1.50073503	1.110979283	1.669487058	1.86854282	2.056880986	1.644299267
PIGB	1.055863741	1.148408266	0.599444284	1.462281751	1.301630788	1.703866089	2.0359668	1.090196386
PIGBOS1	3.00701044	2.53510069	2.913337936	4.068163625	2.870272818	3.746910588	3.128844332	2.942983971
PIGC	3.81029181	2.178714292	2.652162956	3.483215237	3.383192412	4.504496125	3.31459885	2.847240385
PIGF	1.57827126	0.974568965	1.695955501	1.926706156	1.882980333	1.943334742	1.615129532	1.15980578
PIGG	2.452727136	1.50961271	1.060399558	1.704551499	2.062127323	1.063805709	2.696179924	0.795186276
PIGH	1.7343202	2.151045988	2.591948011	2.712033479	2.374381578	3.439466066	2.914645255	2.147051112
PIGK	3.042557589	2.015858387	1.954072216	1.545545397	3.225100593	2.187414391	3.446456684	2.36439096
PIGL	2.327164963	0.880309565	0.358183821	0.766903449	0.753552035	0.942578591	0.950577507	0.38180287
PIGM	3.110279581	1.488815475	2.694283582	2.328877472	3.184085711	3.355082262	2.610478497	2.865285734
PIGN	2.821304248	1.23210893	1.260598805	1.208318262	2.428800746	2.365542748	2.69641478	1.866397459
PIGO	2.367070534	2.38539095	2.034205873	2.483568037	2.698713633	2.308933322	3.855627041	2.457917506
PIGP	1.636682279	1.390046923	1.788583904	1.511412611	1.467437128	1.538710049	1.851585239	1.429829672
PIGQ	2.212806227	3.349759513	2.40681293	2.722758092	3.462211014	1.862848009	3.511766884	2.407974407
PIGS	3.122638143	1.913691825	1.432825226	3.259679459	3.030974016	2.543902908	4.469434917	1.701635157
PIGT	5.16922215	5.331564835	5.510207857	6.477069785	6.461198892	5.043420954	6.003520317	5.633301139
PIGU	4.210063298	3.135665547	3.679445587	4.425491691	3.886975046	3.366299375	3.423015436	3.259876509
PIGV	2.103235916	2.406862308	2.26939869	1.769319176	2.727307418	1.947775051	2.574727006	2.51160987
PIGW	1.954110293	0.978451726	1.253679832	1.597333631	2.300746276	1.498480705	2.79317326	1.720917712
PIGX	2.412076738	1.555128474	1.922815382	2.10379361	2.3557829	2.208032345	2.985239363	1.58169724
PIGZ	2.063171777	1.093771509	1.005473845	1.287554501	1.929490394	1.99556639	0.649093317	0.520261133
PIH1D1	4.752836656	3.722204728	4.480928628	5.240987327	4.398860713	4.75151327	3.778564301	3.682643568
PIK3AP1	3.857576166	3.141355868	3.833465773	4.916111304	4.865067831	4.985041845	3.483893583	4.932064383
PIK3C2A	2.883180064	2.246641407	1.486098677	1.451494159	2.210488469	2.317569186	3.206357113	1.964909369
PIK3C2B	2.638342868	1.838570526	0.800520598	2.309707201	2.238838661	2.378417067	2.247348069	2.503754332
PIK3C3	1.678230034	0.821539467	0.74558107	0.883062455	1.563716723	1.062451806	1.922337388	0.706606204
PIK3CA	1.336754731	1.15129108	0.808737235	0.769004952	1.471420007	1.21607238	2.223362015	1.114455011
PIK3CB	1.625503365	1.458351223	1.776674901	2.075842008	2.533034383	2.144968964	3.315733586	2.696422716
PIK3CD	0.667271208	0.554445426	0.462753594	0.690780049	0.964700095	0.300247304	1.43293895	0.770080457
PIK3IP1	1.306582578	1.797264895	2.239730766	4.35825448	3.184286495	1.442776634	3.290443839	1.846416693
PIK3R1	2.921225798	2.640638052	1.922587401	2.008135834	2.272220942	3.68745899	2.460008834	3.537809533
PIK3R2	0.720769755	0.264566816	0.451735347	1.099587081	0.557026444	0.76465896	0.307935003	0.210024909
PIK3R2	0.087364638	0.008782839	0.01022091	0.03016002	0.020596941	0.014959496	0.010201502	0.006615145
PIK3R3	0.852603629	2.380062914	0.849373092	1.140784408	0.53672482	0.591009118	1.551050735	1.600025893
PIK3R4	3.139161782	2.327203778	1.905857346	2.05665169	2.407288102	2.440881713	2.888935431	2.265054442
PIK3R5	0.61381538	0.38907698	0.18752785	0.408241012	0.602922147	0.171394122	0.853572805	0.793744318
PIK3R6	0.856478977	0.201345932	0.113782304	0.403895999	0.504233913	0.552060588	0.775303048	0.582361155
PIKFYVE	2.480148708	1.000042396	1.000502422	0.80414165	1.672506085	2.195022732	2.83781781	1.563038433
PILRA	1.261543503	0.53216403	1.103090085	1.005189217	2.02120391	0.891390124	1.819004889	1.806305968
PIM1	3.32089359	2.077982161	3.025200893	2.646545873	3.365893792	4.007793424	2.702537469	2.91018448
PIM2	1.802414853	1.325864751	2.298461472	2.134676973	2.904008283	2.123735534	3.70409012	2.148018656
PIM3	4.053124537	4.757381134	4.742336292	4.685200691	4.049857532	4.30065357	4.836447833	4.508372563
PIN1	3.156808423	3.063241306	3.135476587	4.247074742	3.203321933	3.109495381	3.10385825	2.639944887
PIN4	2.370796751	1.980873748	2.808687284	3.000623284	3.024478626	3.181925546	1.787299557	2.282425601
PINK1	1.807450188	3.517695223	1.739719853	2.790982376	2.385389044	1.560978135	3.131594154	3.57016756
PINX1	1.718632489	1.691523072	1.280167358	1.750529844	1.562017557	1.229776309	0.77375919	1.085220203
PIP4K2A	2.248463819	2.327837255	1.720573388	2.505847684	2.60206961	2.685240134	3.517588583	1.768031439
PIP4K2B	4.387134535	2.695161559	2.335182073	3.370898107	3.532238465	3.52035756	4.241174192	2.513720707
PIP4K2C	3.217727507	3.097116372	2.384631519	3.433721779	3.593539953	3.064338253	4.665157686	3.631889372
PIP5K1A	4.712648992	2.106166729	2.304485604	2.436534866	3.003162165	3.699878125	3.638020965	2.743502072
PIP5K1C	2.627377264	2.719001984	1.186010615	2.503416608	1.950251982	2.11903925	3.779619336	2.050305017
PIPOX	5.199105113	4.805624058	5.579315941	3.764347797	4.851649326	5.288382349	0.735719959	6.408602601
PIR	1.063818007	2.765493472	3.643538367	3.381054967	3.140704361	2.496740303	1.389357822	2.610761859
PISD	3.674651231	1.773950277	1.601927033	2.373683738	3.421750479	2.595289531	3.224236275	1.963769625
PITHD1	4.215092177	3.907329326	4.319389931	3.580393289	3.323114936	3.653114943	3.382801292	3.80004761
PITPNA	3.185335462	3.731894028	2.381457108	3.248112832	3.098936013	3.226121229	4.313333558	3.188392918
PITPNB	3.915138601	3.362727964	3.53015364	3.241020505	4.170177314	3.831121891	4.170443172	2.988923395
PITPNC1	1.896568217	1.498325736	0.589727321	1.315736111	1.995713627	1.305349756	1.997714014	2.39381131
PITPNM1	1.484684638	3.281322973	1.807337347	2.198850069	2.666391597	1.759224226	4.183206933	2.255292819
PITPNM2	2.717736139	1.361642591	1.127780306	1.40759082	0.719854595	0.671601394	1.470127223	2.610601045
PITRM1	3.723255562	3.161862021	1.948649584	4.231697193	3.066762009	2.591568154	4.996173879	2.548999008
PIWIL2	0.103561509	0.695708929	0.027253998	0.037654417	0.092782426	0.074244467	0.631170478	0.369324674
PJA1	1.51631232	2.400870334	2.02398379	2.426836345	3.27409243	2.407182404	2.53011764	2.017127315
PJA2	2.733913009	3.897815037	4.408560655	3.213275053	4.517938503	4.543727296	5.261115348	4.224784773
PKD1	2.424828557	1.848982272	0.74727015	1.195800357	1.661031351	1.413535998	2.712468431	1.589609991
PKD2	1.729424696	1.989032742	0.538198792	0.720756354	0.84991954	1.251562505	3.317524472	1.440945849
PKDCC	4.191197692	2.726790136	1.171695719	2.939192355	2.28146025	4.367391562	1.344014246	2.343712798
PKIB	0.957215759	1.249084868	1.802105327	0.541788766	3.887391661	0.196296096	0.928814653	0.150781369
PKIG	4.106149985	3.589606775	2.92846808	3.811336025	3.637962408	2.665998346	2.979198971	3.177537812
PKM	4.766942455	4.18365782	2.171202601	5.023687981	3.237839347	4.219849336	7.306053441	4.402538069
PKMYT1	1.529822684	0.16559532	0.525435621	0.534893318	1.666195328	0.72508444	1.361368751	0.661845452
PKN1	5.022204085	3.7353335	5.029678349	4.877027095	4.82612533	4.917707797	4.90089775	3.642997986
PKN2	3.625731178	1.880275188	1.538821541	1.023745083	2.35467202	2.142929141	3.321043812	2.377759091
PKN3	1.98129488	2.178231941	1.228467938	1.955089841	1.933100009	2.155936025	1.203376997	0.879889465
PKNOX1	2.515393815	1.15693807	1.22550786	1.712695119	1.325969074	1.830873251	2.093475417	0.937156951
PKP4	3.666873287	1.936733121	1.812319981	2.907424602	3.100113558	3.509092285	4.453682779	2.716407394
PLA1A	1.907023191	2.003137784	2.723184307	1.572034538	5.842245275	1.359430075	0.474473763	4.904705663
PLA2G12A	2.487782086	3.080034915	2.515167536	2.083108558	3.084707164	2.868159122	3.369472246	2.753854879
PLA2G12B	5.740820806	3.489248774	5.402250606	6.959949399	6.211540264	6.004705382	0.023147536	3.485767569
PLA2G15	1.835745875	2.023873826	2.34321491	3.011085739	2.743067552	1.577739344	3.164391855	2.724965361
PLA2G4C	2.159977739	1.466708421	2.617888665	3.337709809	0.59154003	0.694789506	2.87629434	1.151948915
