Pathway	Gene	Correlation
Axon guidance	PIK3CA	1
Axon guidance	UNC5B	1
Axon guidance	ABLIM1	1
Axon guidance	ABLIM2	1
Axon guidance	FES	1
Axon guidance	PTCH1	1
Axon guidance	ARHGEF12	1
Axon guidance	GSK3B	1
Axon guidance	PPP3CA	1
Axon guidance	LIMK2	1
Axon guidance	PLXNA1	1
Axon guidance	PLXNA3	1
Axon guidance	PRKCA	1
Axon guidance	PRKCZ	1
Axon guidance	GNAI3	1
Osteoclast differentiation	PIK3CB	1
Osteoclast differentiation	PIK3CD	1
Osteoclast differentiation	FCGR2A	1
Osteoclast differentiation	FCGR3A	1
Osteoclast differentiation	BTK	1
Osteoclast differentiation	IKBKG	1
Osteoclast differentiation	LCP2	1
Osteoclast differentiation	OSCAR	1
Osteoclast differentiation	NOX1	1
Osteoclast differentiation	LILRA5	1
Osteoclast differentiation	LILRA6	1
Osteoclast differentiation	LILRB1	1
Osteoclast differentiation	NCF1	1
Osteoclast differentiation	LILRB2	1
Osteoclast differentiation	NCF2	1
Osteoclast differentiation	NCF4	1
Osteoclast differentiation	LILRB4	1
Osteoclast differentiation	CSF1	1
Osteoclast differentiation	CSF1R	1
Osteoclast differentiation	TYROBP	1
Osteoclast differentiation	SPI1	1
Osteoclast differentiation	SYK	1
Thermogenesis	AKT1S1	1
Thermogenesis	COX17	1
Thermogenesis	COX5B	1
Thermogenesis	COX6B1	1
Thermogenesis	COX8A	1
Thermogenesis	CREB3L3	1
Thermogenesis	NDUFA11	1
Thermogenesis	NDUFA12	1
Thermogenesis	NDUFA13	1
Thermogenesis	NDUFA2	1
Thermogenesis	NDUFA3	1
Thermogenesis	NDUFA7	1
Thermogenesis	NDUFB11	1
Thermogenesis	NDUFB2	1
Thermogenesis	NDUFB3	1
Thermogenesis	NDUFB4	1
Thermogenesis	NDUFB6	1
Thermogenesis	NDUFB7	1
Thermogenesis	NDUFB8	1
Thermogenesis	NDUFB9	1
Thermogenesis	NDUFC2	1
Thermogenesis	COA3	1
Thermogenesis	NDUFS3	1
Thermogenesis	COA4	1
Thermogenesis	NDUFS4	1
Thermogenesis	COA6	1
Thermogenesis	NDUFS6	1
Thermogenesis	COA7	1
Thermogenesis	NDUFS8	1
Thermogenesis	SMARCC1	1
Thermogenesis	SLC25A20	1
Thermogenesis	PPARG	1
Thermogenesis	COX16	1
Thermogenesis	COX4I1	1
Thermogenesis	UQCR11	1
Thermogenesis	COX5A	1
Thermogenesis	COX6A1	1
Thermogenesis	UQCRFS1	1
Thermogenesis	COX7B	1
Thermogenesis	PLIN1	1
Thermogenesis	NDUFA4	1
Thermogenesis	PRKACB	1
Thermogenesis	NDUFA4L2	1
Thermogenesis	NDUFAF1	1
Thermogenesis	NDUFC1	1
Thermogenesis	NDUFS5	1
Pathways in cancer	BIRC3	1
Pathways in cancer	ERBB2	1
Pathways in cancer	NFKB1	1
Pathways in cancer	HIF1A	1
Pathways in cancer	RUNX1	1
Pathways in cancer	STAT5A	1
Pathways in cancer	STAT6	1
Pathways in cancer	RXRA	1
Pathways in cancer	F2	1
Pathways in cancer	CRK	1
Pathways in cancer	CSF2RB	1
Pathways in cancer	MAP2K1	1
Pathways in cancer	ADCY5	1
Pathways in cancer	ADCY9	1
Pathways in cancer	CTBP2	1
Pathways in cancer	PRKCA	1
Pathways in cancer	PRKCB	1
Pathways in cancer	CTNNA1	1
Pathways in cancer	MAX	1
Pathways in cancer	CXCR4	1
Pathways in cancer	CYCS	1
Pathways in cancer	IFNAR2	1
Pathways in cancer	AKT3	1
Pathways in cancer	IGF1R	1
Pathways in cancer	CASP9	1
Pathways in cancer	IL13RA1	1
Pathways in cancer	PTCH1	1
Pathways in cancer	IL2RB	1
Pathways in cancer	IL6ST	1
Pathways in cancer	TGFA	1
Pathways in cancer	MITF	1
Pathways in cancer	FRAT1	1
Pathways in cancer	CCND3	1
Pathways in cancer	ITGA3	1
Pathways in cancer	MMP9	1
Pathways in cancer	ITGAV	1
Pathways in cancer	APC2	1
Pathways in cancer	ITGB1	1
Pathways in cancer	PAX8	1
Pathways in cancer	FZD6	1
Pathways in cancer	JAK1	1
Pathways in cancer	RALB	1
Pathways in cancer	RARB	1
Pathways in cancer	SLC2A1	1
Pathways in cancer	RASGRP1	1
Pathways in cancer	CDH1	1
Pathways in cancer	RASGRP3	1
Pathways in cancer	ARHGEF12	1
Pathways in cancer	RASSF5	1
Pathways in cancer	CEBPA	1
Pathways in cancer	ZBTB17	1
Pathways in cancer	KIT	1
Pathways in cancer	GNAI3	1
Pathways in cancer	GNB1	1
Pathways in cancer	MTOR	1
Pathways in cancer	GNB4	1
Pathways in cancer	GNG2	1
Pathways in cancer	PIK3CA	1
Pathways in cancer	LAMA3	1
Pathways in cancer	PIM2	1
Pathways in cancer	LAMA5	1
Pathways in cancer	LAMB2	1
Pathways in cancer	EGLN1	1
Pathways in cancer	EGLN3	1
Pathways in cancer	PLCB2	1
Pathways in cancer	SOS2	1
Pathways in cancer	GSK3B	1
Pathways in cancer	TRAF1	1
Pathways in cancer	TRAF6	1
Pathways in cancer	NCOA1	1
Pathways in cancer	PML	1
Pathways in cancer	LPAR2	1
Pathways in cancer	COL4A1	1
Pathways in cancer	COL4A2	1
Pathways in cancer	HEYL	1
Pathways in cancer	ETS1	1
Pathways in cancer	F2R	1
Pathways in cancer	HMOX1	1
Pathways in cancer	NOTCH3	1
Pathways in cancer	NOTCH4	1
Pathways in cancer	TXNRD3	1
Pathways in cancer	ADCY3	1
Pathways in cancer	ADCY4	1
Pathways in cancer	CASP3	1
Pathways in cancer	IL15RA	1
Pathways in cancer	IL3RA	1
Pathways in cancer	IL7R	1
Pathways in cancer	TCF7	1
Pathways in cancer	FLT3LG	1
Pathways in cancer	FLT4	1
Pathways in cancer	MGST2	1
Pathways in cancer	VEGFC	1
Pathways in cancer	TGFB3	1
Pathways in cancer	CCND2	1
Pathways in cancer	MMP2	1
Pathways in cancer	FZD1	1
Pathways in cancer	FZD2	1
Pathways in cancer	FZD4	1
Pathways in cancer	RAC3	1
Pathways in cancer	JAG2	1
Pathways in cancer	JAK3	1
Pathways in cancer	DLL4	1
Pathways in cancer	JUN	1
Pathways in cancer	JUP	1
Pathways in cancer	PDGFA	1
Pathways in cancer	PDGFRB	1
Pathways in cancer	EDNRA	1
Pathways in cancer	LAMA2	1
Pathways in cancer	PIM1	1
Pathways in cancer	LAMA4	1
Pathways in cancer	AXIN2	1
Pathways in cancer	PLEKHG5	1
Pathways in cancer	LPAR6	1
Pathways in cancer	EPAS1	1
Transcriptional misregulation in cancer	BIRC3	1
Transcriptional misregulation in cancer	MMP9	1
Transcriptional misregulation in cancer	MAX	1
Transcriptional misregulation in cancer	BMP2K	1
Transcriptional misregulation in cancer	FUT8	1
Transcriptional misregulation in cancer	PAX8	1
Transcriptional misregulation in cancer	SS18	1
Transcriptional misregulation in cancer	NFKB1	1
Transcriptional misregulation in cancer	NUPR1	1
Transcriptional misregulation in cancer	IGF1R	1
Transcriptional misregulation in cancer	RUNX1	1
Transcriptional misregulation in cancer	RXRA	1
Transcriptional misregulation in cancer	IL2RB	1
Transcriptional misregulation in cancer	CDK14	1
Transcriptional misregulation in cancer	ELK4	1
Transcriptional misregulation in cancer	TRAF1	1
Transcriptional misregulation in cancer	CEBPA	1
Transcriptional misregulation in cancer	ZBTB17	1
Transcriptional misregulation in cancer	PML	1
Transcriptional misregulation in cancer	GZMB	1
Transcriptional misregulation in cancer	SPINT1	1
Transcriptional misregulation in cancer	MITF	1
Transcriptional misregulation in cancer	REL	1
Transcriptional misregulation in cancer	AFF1	1
Transcriptional misregulation in cancer	MLLT3	1
