Ensembl_ID	TCGA-L5-A4OI-01A	TCGA-L7-A6VZ-01A	TCGA-JY-A93D-01A	TCGA-VR-A8EX-01A	TCGA-L5-A8NF-01A	TCGA-L5-A8NH-01A	TCGA-L5-A4OT-01A	TCGA-2H-A9GO-01A	TCGA-VR-A8EU-01A	TCGA-VR-A8EZ-01A	TCGA-LN-A5U5-01A	TCGA-L5-A4OO-01A
ACTR5	3.182739423	3.485608933	2.485840787	2.416894349	3.132917942	3.162780575	2.407823006	3.090384608	2.261152874	2.636433576	2.009542498	2.895317629
ACTR6	2.479174451	2.911969679	2.403693851	2.684898473	1.860080628	2.234891748	2.417451304	2.684904628	2.32130938	3.788786433	4.196790485	2.106945361
ACTR8	2.469507621	2.997640696	2.635321597	2.017966544	3.116993832	2.624297409	2.758836854	1.6650868	1.802587999	1.777868145	2.12471626	2.168796836
ACTRT3	0.842613945	1.837005281	0.479038303	0.777704063	0.942055807	0.144949831	2.303449309	1.465358137	1.766964131	0.632519761	1.010531073	0.938173659
ACVR1	2.988313829	2.907407213	3.917938687	3.57472324	3.394515312	3.192940125	3.700748763	2.879271388	3.785165759	3.305192308	4.051435562	3.997057514
ACVR1B	3.706765343	3.968470782	4.123485073	3.497287965	4.64001432	4.127365565	4.416667953	4.269648023	2.899310882	3.275940546	3.813517049	3.280019182
ACVR1C	0.871530012	0.805022687	0.628845168	0.645197567	0.956382187	0.701614182	1.100607692	0.45819299	1.031233208	0.628223775	0.832264001	0.443146117
ACVR2A	2.557835955	1.654017633	2.103620445	2.062234091	2.719439618	1.670730487	2.206427322	1.593934454	1.117172177	1.189325607	1.546453231	2.226197613
ACVR2B	1.1754966	1.558482334	0.896260821	0.578116241	0.712603647	0.932173248	1.348395592	1.754411699	0.566302796	0.963012516	0.597317349	0.765529131
ACVRL1	1.064657963	2.129280662	3.112638674	0.595352981	1.848300067	2.038768287	2.276814858	1.357566118	1.462546988	1.801638573	1.187641858	2.42319454
ACY1	1.384418941	2.295855975	0.928608476	1.189353867	1.707451847	1.82782409	1.528369316	1.835642067	1.152567401	1.07006881	0.643674376	0.988477866
ACY3	4.552904496	2.690359812	1.96376122	1.548292237	4.785869895	2.090920464	2.88227747	3.083966132	1.033745602	1.271710605	2.005258091	1.721737125
ACYP1	2.924925308	2.499720961	2.426988532	2.464802687	2.661933872	2.314578638	2.64147609	2.574200097	2.247490485	2.867831997	3.123490901	2.487850709
ACYP2	1.064910302	1.330729259	1.112912521	1.539350185	1.074020876	1.094269986	0.764452776	1.093232721	1.088619741	1.31748239	1.909059846	1.151253714
ADA	2.425068168	1.013330299	2.054925104	2.425966829	2.023469734	2.351674067	2.371901664	2.530966622	3.11075267	4.149716135	2.27699006	3.275880278
ADAL	0.93014096	1.421502224	1.075258355	1.050863689	1.460263834	1.300303068	0.920457409	1.130873359	1.349216515	1.549526067	1.699645678	1.242627171
ADAM10	3.521827739	4.110105951	3.640678603	2.700079534	3.038608606	3.316666968	3.126827084	2.579975	2.921423472	2.279624807	3.564806522	4.281838793
ADAM11	0.171071783	0.351127232	0.118520634	0.436698449	0.099916047	0.098364607	0.18199673	0.177336549	0.078566062	0.43557978	0.177377612	0.124129062
ADAM12	0.435370232	0.84427369	1.569921351	0.467264715	0.691301973	0.486215859	0.917917652	0.866920223	2.503494199	3.006497338	3.259970611	2.202115071
ADAM15	5.159094162	4.717366845	4.350731811	5.363242654	4.927747643	4.474651348	4.252206342	4.48975065	4.690154239	4.486794537	5.094249255	5.142705617
ADAM17	2.688741067	2.781937617	3.002057344	3.075448352	2.451617393	2.677209739	2.912875874	2.279963907	3.900784618	2.251025602	3.879445237	2.696817069
ADAM19	1.098853429	1.225954046	3.321396282	2.142386161	1.376648347	1.826522792	3.037131362	0.98953241	2.636222788	2.119916407	1.569665212	3.107934168
ADAM22	0.171710321	1.312146143	0.836445115	0.247651757	1.266260561	2.256949422	0.719816173	0.17666612	0.082822117	0.459100939	0.33911915	0.479736486
ADAM23	0.14226265	0.188193957	1.24724958	1.840325348	0.224461051	0.210700607	0.536537218	0.051950588	0.272484273	4.566777629	2.844603356	1.192419486
ADAM28	1.052677538	1.802728891	3.242284935	1.198639601	4.459047137	1.470045513	2.858190508	2.272976516	0.871343311	0.35083878	1.014152788	2.90747162
ADAM32	0.183628042	0.241902323	0.240772393	0.053679864	0.226855875	0.061344869	0.48817088	0.58988678	0.083798123	0.237751393	0.176928868	0.17689699
ADAM33	0.20888189	0.064108701	2.814922414	0.157032203	0.559492296	0.179479102	1.210819646	0.814484686	0.234106655	0.324409923	0.272041083	1.835561496
ADAM8	3.276336949	2.427928012	3.978595546	1.389390004	4.620467904	2.966112784	3.366337109	3.536880179	4.979970675	1.1753566	2.634980821	5.395603365
ADAM9	5.553508504	6.51632442	6.184628538	4.628245323	6.12135214	4.152809104	6.531954528	5.659879751	3.848819881	4.079827781	4.887946381	4.561065683
ADAMDEC1	0.994159202	0.991067697	3.998864411	0.975853466	0.430772024	1.945999725	3.197073892	0.100876861	0.450837492	1.498925397	2.244000397	2.700395405
ADAMTS1	1.17878157	1.810172497	4.511676713	0.974692916	2.993187741	3.140820464	4.220460976	2.372934557	1.447509343	1.780767607	2.276016481	3.325383267
ADAMTS10	0.535707602	0.486366897	2.404475552	0.330581099	0.556049406	0.715996333	1.330399213	0.886230038	0.733255124	0.887395873	0.224672865	1.826405831
ADAMTS12	1.200389685	1.477574082	3.323895358	0.211155657	0.93111908	0.921183704	3.177520589	0.691695043	2.134105131	2.269507117	0.654792656	2.642060472
ADAMTS13	0.662569646	0.9448343	0.567327422	0.390991431	0.599670196	0.849179405	0.68906414	0.890472812	0.192384379	0.541622958	0.683180278	1.237537857
ADAMTS14	0.991885238	0.726000376	2.573626263	0.626390665	1.564611477	1.324612671	3.016944085	1.217120972	1.606174275	1.309301429	0.423414038	2.635773479
ADAMTS15	0.372593709	1.059693645	2.19017889	1.224013665	0.283408978	0.233626163	0.7230099	0.075806516	1.81172232	0.316628606	0.490373052	0.395218813
ADAMTS16	0.115096154	0.045480245	1.005571022	0.013322877	0.125669959	0.13461746	0.922345272	0.031515669	0.218995888	0.770338761	0.255459719	1.022721348
ADAMTS17	0.493263714	1.649625932	0.70864925	1.052092326	0.471761202	0.273474814	2.020965899	0.759319988	0.443119491	0.562167227	0.191997251	0.765338839
ADAMTS2	1.849332576	1.236603591	5.11497063	0.687869095	1.540080157	1.865228133	3.869517446	0.968712978	4.004667691	3.813973297	1.320188605	5.046191919
ADAMTS3	0.079550303	0.181661056	0.950387829	0.046897645	0.188039123	0.189138414	0.515338293	0.104444172	0.204180064	0.139763499	0.348152783	0.377833982
ADAMTS4	0.93900739	1.180516973	2.843415165	0.517642638	1.96528983	2.693580737	3.536027891	1.803259663	1.384459645	1.81572969	1.205125747	2.424305608
ADAMTS5	0.297956818	0.448567582	1.99204619	0.153311622	1.169599876	1.122272518	1.19848355	0.513644743	0.160814837	0.928709164	0.404765414	0.83313467
ADAMTS6	0.277608937	0.259739939	1.031418793	0.091677858	0.427581139	0.391087924	0.444199001	0.345609747	0.787500088	0.392604249	0.244911623	0.725271459
ADAMTS7	0.572517046	1.521269832	2.0016349	0.352507626	1.310200956	1.496019913	2.17259916	1.549118177	1.238182398	1.577540926	0.706029335	2.592433784
ADAMTS8	0.161457165	0.150420129	1.497737955	0.148263319	0.733349542	0.300422939	1.635370796	0.087411278	0.431081307	0.053460256	0.38548122	0.596156464
ADAMTS9	0.737375343	0.954594087	3.9315646	0.309611504	1.918406796	2.258918646	3.270123173	1.632123849	0.522253014	1.141726282	1.029445385	1.477180491
ADAMTSL1	0.059208394	0.223682975	1.41973502	0.10528608	0.446283121	0.217570761	0.415620291	0.07902173	0.123240043	0.52080574	0.159042743	0.697710787
ADAMTSL2	0.459204168	1.177037833	2.218172889	0.699682946	1.140973875	1.670321544	2.317611587	1.099408025	1.10062194	1.468021158	1.032859047	2.575028789
ADAMTSL3	0.1197221	0.180941213	1.962029718	1.330540748	0.625613121	0.301696754	1.387886813	0.112177115	0.146320349	0.154598425	0.359277405	0.845736512
ADAMTSL4	1.082596789	2.484239707	2.887621748	2.788952411	1.327887411	1.25323862	1.735512986	0.766336778	2.244163528	0.553486426	0.638679586	3.113878589
ADAMTSL5	3.440225023	2.477812847	1.505994345	2.717416053	2.174418427	1.7641795	0.471279832	0.952500961	1.716645008	1.188414529	1.28231231	0.776319734
ADAP1	3.564477986	3.780401211	2.313897732	0.872622405	3.280526653	3.898541764	2.920321181	3.711938703	0.491692922	0.939999612	0.686166409	3.576724667
ADAP2	0.615746273	1.368324575	3.080095691	2.32708262	0.951630393	1.728395053	2.418300177	1.377281191	2.064278852	1.806238454	1.700386931	1.988499553
ADAR	6.559250209	5.359110487	6.290848646	5.632027112	5.653852021	6.48327721	5.58295079	4.995268723	5.680413926	4.995819221	6.244409398	5.813443476
ADARB1	1.631938351	0.899116757	1.9721222	0.695412395	0.884348016	1.245375473	1.468559861	1.237549917	1.185596114	1.189276571	1.442439115	1.346117947
ADARB2	0.046030349	0.044770886	0.56853249	0.182085994	0.057063329	0.025433945	0.23332803	0.044536558	0.027218474	1.242169975	0.662576121	0.072105582
ADAT1	2.408439529	2.171902839	2.779493497	2.370467935	3.608418355	3.147934498	2.494709092	2.659085578	3.065819698	2.117927833	3.042995968	2.888790499
ADAT2	1.749138797	1.654210466	1.353807266	1.104195593	1.288992115	2.132363437	1.480023419	1.891541144	1.414166161	1.431328628	1.516648363	1.562725922
ADAT3	3.149266567	2.295895277	1.876420749	2.612204371	1.884103107	2.111415794	2.141140098	1.719975904	1.872363007	2.27673425	1.503645437	1.331294239
ADCK1	1.539937388	1.319452519	1.549913562	1.637298846	2.012201838	1.945179268	1.578479632	2.145663288	1.509813465	1.871059376	1.79858952	1.705569585
ADCK2	3.399143237	3.332523178	2.940797397	3.926949188	1.47761265	2.828268864	2.610871213	2.960673217	3.043463626	4.234477112	3.09798213	3.326772153
ADCK5	4.018473104	3.252750205	2.389573174	2.026723194	2.477885981	2.331249175	2.229530928	2.941097909	2.526322245	2.162727434	2.406369798	2.97279076
ADCY1	0.130622684	0.186457256	0.506487624	0.30394347	0.124332093	0.362452239	0.3113593	0.153459971	0.185402161	0.336942426	0.47049752	0.393025697
ADCY10	0.063426106	0.043466011	0.05954094	0.058452912	0.132033902	0.03758882	0.083651889	0.166997594	0.07040326	0.759752353	0.347583711	0.042532138
ADCY2	0.039507492	0.010862316	0.366855032	0.302927823	0.061691961	0.026417633	0.281763769	0.020193067	0.166765331	0.310806494	0.072090044	0.315419822
ADCY3	3.386814212	3.097496104	3.655892476	3.001710834	2.210868205	3.053227873	3.165842868	1.740484301	3.993313152	3.932472305	3.796275295	2.613061933
ADCY4	1.391560546	1.017330736	2.03980777	0.387273961	0.848446836	1.346049704	1.374777662	1.207215729	0.424943766	0.703519506	0.615622687	1.502672195
ADCY5	0.290611176	0.317856908	2.092015867	0.337541766	0.96681413	0.290866992	1.449056614	0.124610226	0.507136228	0.237701444	0.360797094	2.786251338
ADCY6	3.484349168	3.519980764	2.777507	1.740422832	3.227131803	2.768659795	3.145936856	3.073788956	0.876923399	0.860160565	1.596573766	3.000894798
ADCY7	2.855628556	0.940324185	2.52351847	1.281404485	0.966758206	1.797927615	1.324525006	0.623072523	3.111954654	0.479422031	0.786223735	1.924737327
ADCY9	2.985701206	2.050902296	3.06013221	2.029476257	2.646174759	1.933463948	2.969686295	1.935124735	2.21350319	1.789189382	1.779887745	2.18215888
ADD1	4.418858625	4.587253564	4.525745133	3.915548291	4.27823613	3.958432184	3.807220863	3.598820279	3.627993994	3.649730456	4.13105108	4.330153159
ADD2	0.038287985	0.056711575	0.434320341	0.15633998	0.030820707	0.047459104	0.206500803	0.01731653	0.90710982	1.762591763	1.047932097	0.136878035
ADD3	5.283975069	4.758046195	5.253968172	3.214525128	6.044225562	4.820189904	4.21263296	4.308674409	2.84834798	3.752513815	3.957708077	4.746524674
ADH5	3.977212689	3.62506598	4.335742157	4.488964788	4.26607371	3.980142535	4.164489234	3.715273877	5.058089971	4.998809451	4.841482217	4.517653941
ADH6	0.737686377	1.189017994	0.347340408	0.119709538	1.672967878	0.691207415	0.123295428	0.344996373	0.153444852	0.099801561	0.268057857	0.622724329
ADHFE1	0.096597639	0.11825074	0.696694549	0.317982052	0.086820756	0.234107073	0.370927765	0.18266655	1.155780956	0.986013239	1.526293189	0.66403226
ADI1	3.885678944	3.578947759	3.306766769	3.71526466	2.975602186	3.395300063	3.122598178	3.405892788	3.275191048	3.402508087	4.491007399	2.425975179
ADIPOR1	5.80233554	5.568892431	5.300994143	5.755869029	5.304794458	5.647317142	5.59762184	5.395329152	5.488493244	5.500993693	6.095011182	5.245314583
ADIPOR2	5.451891125	4.376962197	3.287121037	3.970535665	5.31423219	3.656590347	3.609111857	4.307044536	4.094257442	3.777613323	4.270116811	4.279619147
ADK	2.530142128	3.23775371	3.001411754	3.933744069	3.01622524	3.727935257	2.847794121	3.264609916	4.762525845	4.381985586	4.505889047	2.927363094
ADM	2.524368196	2.266592347	3.439914102	3.657705841	2.316699814	2.406513447	3.865418721	1.94638955	4.720596426	3.742068224	5.151390115	2.35297615
ADM2	2.180704679	1.103994027	1.312451091	1.835758492	2.731466095	2.664636506	1.560626332	2.587440806	1.93315285	1.130096147	1.337162901	2.488147527
ADM5	0.819847022	0.548836231	0.658522779	0.955522288	0.152506195	0.840670358	0.40881555	1.690128006	0.641008605	0.367949171	0.454704969	1.656512542
ADNP	4.328127303	4.75588166	4.704764841	4.390768212	4.736850943	4.953418998	4.790864523	4.599045995	4.162789157	3.732519999	3.837632988	4.606103484
ADNP2	3.45476928	2.683963087	2.836003969	2.981501674	2.494843564	3.696218808	3.427802443	2.911491782	2.8749039	3.085186915	2.320305609	2.941596487
ADO	3.474771287	3.507079994	3.055797379	2.945538819	2.885659742	3.711622254	3.056922346	3.189078583	2.830445449	3.311809267	3.590471825	3.451896589
ADORA1	0.143473142	0.127293758	0.831552354	0.061102163	0.160313853	0.062971482	0.157757459	0.071155233	0.164825162	0.256171966	0.091552621	0.682402786
ADORA2A	0.081423837	0.041210461	0.233061159	0.078902692	0.050877615	0.095421107	0.091601204	0.071122116	0.027296924	0.074850535	0.021313358	0.140404143
ADORA2B	2.885132514	2.109915545	0.400754302	3.519716346	0.669020535	1.046321394	1.103860951	0.710874154	2.57796496	2.00802373	4.186036381	1.979110881
ADORA3	0.30047501	0.546394674	2.277396882	0.270384651	0.158209687	0.619458396	1.250991046	0.184534988	1.403531824	0.737733909	0.593725235	1.50022417
ADPGK	3.270541565	3.615401412	3.393958616	2.935859053	3.317171814	3.485669099	3.179042303	3.408446537	3.045829488	3.298397744	3.606485604	3.675193327
ADPRH	0.726073865	0.788757836	2.273473948	0.820576252	1.803399973	1.194347407	1.51911445	1.123284968	1.605031578	0.861407989	0.835340992	1.97913524
ADPRHL1	1.689018164	1.608162864	1.008881133	1.162558779	2.541293362	1.24092132	1.001146769	2.627812324	0.93929538	1.301622386	1.64432109	1.267971083
ADPRM	1.94684774	2.029209616	2.329209855	2.417530766	2.448761967	2.308911628	2.013584869	1.99511197	1.223321132	1.934127557	2.628760857	2.092678117
ADRA1D	0.041364076	0.050509252	0.297878804	0.090835468	0.293475523	0.050666435	0.16603722	0.266061184	0.15681673	0.214200823	1.136767085	0.091983442
ADRA2A	3.638071635	3.539359731	1.797244591	0.487323656	4.10921153	1.794849437	2.133104611	0.535540841	0.146563264	0.503201802	0.389498873	3.948833517
ADRA2B	1.345219827	0.28244674	0.627790034	0.147400795	0.520346738	0.332106061	0.582060264	1.019092884	0.077840017	1.477421104	0.137457975	0.962058221
ADRA2C	0.425060927	0.625164738	0.995220542	1.210829275	0.593228434	0.118772865	0.34517049	0.363248381	1.272074137	4.075443828	0.807635337	2.328741548
ADRB2	0.092201443	0.124098259	0.915103534	2.249370629	0.623364787	0.172126894	0.722516077	0.109208287	3.572191868	0.985798343	1.216065086	0.895834785
ADRM1	5.171391573	6.48344328	5.018627925	6.11973687	5.859508027	6.115472003	5.37440373	6.33541832	5.793837499	6.230571376	5.700638578	5.294432074
ADSL	2.3425428	2.569568692	2.646686993	3.019971083	2.566675984	3.302551788	2.255937438	2.746799819	3.236596297	3.942524686	3.618469003	2.73447142
ADTRP	1.64682413	0.731239141	1.01684689	1.18078855	2.377695339	3.491302746	1.948811722	1.103520398	1.512321889	0.25083468	1.083223773	1.767563147
AEBP1	3.960651476	3.291240012	7.602806084	2.622804315	4.153360773	3.934931743	5.880554596	3.058960799	5.222894487	6.341490801	3.338880561	7.621780991
AEBP2	3.136527815	3.517546695	2.6758125	3.564876446	3.05804133	2.662609658	2.533493347	3.377268225	3.339951363	2.844284179	3.853694687	3.257812825
AEN	2.56211719	2.659693137	1.73553827	2.746818776	2.918689004	3.209167542	3.227230531	3.024952691	2.757567701	2.036104545	1.794089146	2.408612121
AFAP1	2.723603844	2.644057477	3.677932709	2.716648949	3.074400041	3.333183942	3.122707742	2.974180644	1.921352522	2.383508289	2.153730252	3.768279399
AFAP1L1	0.603234657	1.507736182	2.678318059	1.163822027	1.118279457	1.850440557	2.001910221	1.328273167	3.153785213	1.284264293	1.6379841	1.825579884
AFAP1L2	2.565002834	2.387875155	2.17270335	2.905483875	2.394810901	2.633321898	1.993558206	0.992969452	3.795204233	1.289989928	1.694091205	3.256758003
AFF1	3.504728682	2.959346278	4.238061182	2.676325761	3.817742583	3.040247463	3.498673187	2.064843061	3.603273003	2.482283061	2.09499766	3.909513371
AFF2	0	0	0	0	0	0	0	0	0	0	0	0
AFF2	0.009996087	0.024815629	0.174154851	0.330688127	0.040303498	0.034258314	0.037264053	0.305876448	0.009592718	0.661219046	0.242056117	0.056884591
AFF3	0.090835883	0.073177973	1.446308982	0.558372186	0.154186844	0.158935525	0.682805343	0.027731756	0.028444642	0.075358108	0.133575407	0.45431799
AFF4	3.978238719	3.871201593	4.30903735	3.563437055	4.895312843	3.803092319	4.504717619	2.328298004	3.778431366	2.315397171	3.478651647	4.163691824
AFG3L2	3.93309369	3.845648355	2.859189886	3.353559208	3.426487085	3.361957801	3.747875634	2.991640629	2.678662202	4.183449686	4.017058611	2.690061822
AFMID	3.757179908	2.266598969	2.146322633	2.13590904	2.559326566	2.422353693	2.149599335	1.301950592	1.775546504	3.322031512	2.281925746	2.936974171
AFTPH	3.289520384	3.442460967	3.404799348	3.744481796	3.852046529	3.421987492	3.308599893	3.690449458	2.915215658	3.03788983	3.150174553	3.487398687
AGA	0.858400139	1.979685865	2.262006879	2.719209366	2.80626532	1.952539114	1.821520895	2.350870289	2.522439632	2.286571413	3.085511259	2.472535997
AGAP1	2.958958151	3.081795226	2.008932382	1.838054652	2.331834283	2.693242589	2.251382549	1.801890105	1.599048549	1.645801949	1.722797402	2.146744247
AGAP2	1.218337773	0.269289177	1.409908472	0.544122648	0.284042422	0.764257613	0.713724928	0.26238199	0.581110412	0.409222823	0.322428002	1.031890579
AGAP3	3.248904481	2.185649632	2.648300179	3.290029384	1.855756731	2.623822661	2.600183691	2.113012509	2.462884131	3.19519214	2.726437208	3.501576081
AGAP4	1.238495982	1.19187866	1.349313065	0.729106294	1.596652756	1.582579197	1.254878284	3.073361972	0.547038332	0.672273582	1.05005463	1.645697069
AGAP5	0.5496395	0.173321724	0.409014949	0.136126952	0.801012764	0.418079073	0.34836436	0.32124926	0.146824222	0.071210902	0.132459233	0.474227158
